FIPS,State,year,month,civilian,total,percent,total_emp,perc_emp,total_unem,perc_unem
36,New York,2007,11,15227156,9556141,62.8,9109703,59.8,446438,4.7
51000,New York city,2007,11,6546676,3890847,59.4,3696148,56.5,194699,5.0
37,North Carolina,2007,11,6934914,4548881,65.6,4307399,62.1,241482,5.3
38,North Dakota,2007,11,496951,368915,74.2,357796,72.0,11119,3.0
39,Ohio,2007,11,8914436,6016931,67.5,5673416,63.6,343515,5.7
40,Oklahoma,2007,11,2726950,1724548,63.2,1660213,60.9,64335,3.7
41,Oregon,2007,11,2944204,1922205,65.3,1819994,61.8,102211,5.3
42,Pennsylvania,2007,11,9854658,6382502,64.8,6076768,61.7,305734,4.8
44,Rhode Island,2007,11,837856,571118,68.2,538458,64.3,32660,5.7
45,South Carolina,2007,11,3400722,2143103,63.0,2015474,59.3,127629,6.0
46,South Dakota,2007,11,607603,437109,71.9,424927,69.9,12182,2.8
47,Tennessee,2007,11,4785177,3048534,63.7,2891923,60.4,156611,5.1
48,Texas,2007,11,17525088,11508120,65.7,11004022,62.8,504098,4.4
49,Utah,2007,11,1907684,1387937,72.8,1349690,70.8,38247,2.8
50,Vermont,2007,11,503341,351983,69.9,337899,67.1,14084,4.0
51,Virginia,2007,11,5884697,4071799,69.2,3927530,66.7,144269,3.5
53,Washington,2007,11,5038548,3434198,68.2,3274082,65.0,160116,4.7
54,West Virginia,2007,11,1446379,807417,55.8,768357,53.1,39060,4.8
55,Wisconsin,2007,11,4371156,3092492,70.7,2943825,67.3,148667,4.8
56,Wyoming,2007,11,406411,293057,72.1,285260,70.2,7797,2.7
1,Alabama,2007,12,3574475,2183086,61.1,2086564,58.4,96522,4.4
2,Alaska,2007,12,498284,352134,70.7,330190,66.3,21944,6.2
4,Arizona,2007,12,4813893,3041613,63.2,2915755,60.6,125858,4.1
5,Arkansas,2007,12,2176232,1353447,62.2,1282727,58.9,70720,5.2
6,California,2007,12,27425922,18032573,65.8,16982149,61.9,1050424,5.8
37,Los Angeles County,2007,12,7423403,4902375,66.0,4621833,62.3,280542,5.7
8,Colorado,2007,12,3727619,2726104,73.1,2613895,70.1,112209,4.1
9,Connecticut,2007,12,2716819,1867928,68.8,1779384,65.5,88544,4.7
10,Delaware,2007,12,672993,448554,66.7,431428,64.1,17126,3.8
11,District of Columbia,2007,12,475153,330482,69.6,310744,65.4,19738,6.0
12,Florida,2007,12,14410520,9159259,63.6,8789788,61.0,369471,4.0
13,Georgia,2007,12,7135470,4856726,68.1,4598040,64.4,258686,5.3
15,Hawaii,2007,12,971788,639094,65.8,619435,63.7,19659,3.1
16,Idaho,2007,12,1123263,754691,67.2,730659,65.0,24032,3.2
17,Illinois,2007,12,9776966,6705536,68.6,6332204,64.8,373332,5.6
18,Indiana,2007,12,4855240,3217636,66.3,3064296,63.1,153340,4.8
19,Iowa,2007,12,2312834,1670033,72.2,1608126,69.5,61907,3.7
20,Kansas,2007,12,2103675,1488603,70.8,1424446,67.7,64157,4.3
21,Kentucky,2007,12,3290467,2028679,61.7,1919790,58.3,108889,5.4
22,Louisiana,2007,12,3323283,2042821,61.5,1961120,59.0,81701,4.0
23,Maine,2007,12,1059861,701031,66.1,668042,63.0,32989,4.7
24,Maryland,2007,12,4340521,3003897,69.2,2896480,66.7,107417,3.6
25,Massachusetts,2007,12,5157761,3440566,66.7,3284993,63.7,155573,4.5
26,Michigan,2007,12,7776660,4970964,63.9,4611446,59.3,359518,7.2
27,Minnesota,2007,12,4031466,2896769,71.9,2759616,68.5,137153,4.7
28,Mississippi,2007,12,2179312,1303016,59.8,1224337,56.2,78679,6.0
29,Missouri,2007,12,4554148,3065251,67.3,2900324,63.7,164927,5.4
30,Montana,2007,12,755224,509732,67.5,490367,64.9,19365,3.8
31,Nebraska,2007,12,1347008,984217,73.1,955010,70.9,29207,3.0
32,Nevada,2007,12,1958465,1361625,69.5,1291127,65.9,70498,5.2
33,New Hampshire,2007,12,1047214,740089,70.7,715268,68.3,24821,3.4
34,New Jersey,2007,12,6703077,4463384,66.6,4263387,63.6,199997,4.5
35,New Mexico,2007,12,1491081,927178,62.2,892693,59.9,34485,3.7
36,New York,2007,12,15233381,9568190,62.8,9118591,59.9,449599,4.7
51000,New York city,2007,12,6549972,3898301,59.5,3703513,56.5,194788,5.0
37,North Carolina,2007,12,6945628,4550690,65.5,4311456,62.1,239234,5.3
38,North Dakota,2007,12,497186,369539,74.3,358627,72.1,10912,3.0
39,Ohio,2007,12,8916628,6016753,67.5,5675653,63.7,341100,5.7
40,Oklahoma,2007,12,2729061,1725382,63.2,1663681,61.0,61701,3.6
41,Oregon,2007,12,2947849,1924688,65.3,1824021,61.9,100667,5.2
42,Pennsylvania,2007,12,9859441,6390393,64.8,6083501,61.7,306892,4.8
44,Rhode Island,2007,12,837911,570736,68.1,537218,64.1,33518,5.9
45,South Carolina,2007,12,3406289,2142197,62.9,2014876,59.2,127321,5.9
46,South Dakota,2007,12,608131,437206,71.9,425335,69.9,11871,2.7
47,Tennessee,2007,12,4790396,3049619,63.7,2889792,60.3,159827,5.2
48,Texas,2007,12,17553909,11531148,65.7,11027674,62.8,503474,4.4
49,Utah,2007,12,1911237,1389416,72.7,1350526,70.7,38890,2.8
50,Vermont,2007,12,503532,352068,69.9,337945,67.1,14123,4.0
51,Virginia,2007,12,5890286,4081055,69.3,3934313,66.8,146742,3.6
53,Washington,2007,12,5045286,3441083,68.2,3281863,65.0,159220,4.6
54,West Virginia,2007,12,1446671,807291,55.8,768882,53.1,38409,4.8
55,Wisconsin,2007,12,4373577,3092618,70.7,2948303,67.4,144315,4.7
56,Wyoming,2007,12,406998,293644,72.1,285941,70.3,7703,2.6
1,Alabama,2008,1,3577198,2182712,61.0,2083744,58.3,98968,4.5
2,Alaska,2008,1,498693,352640,70.7,330728,66.3,21912,6.2
4,Arizona,2008,1,4822624,3048650,63.2,2918156,60.5,130494,4.3
5,Arkansas,2008,1,2177814,1353678,62.2,1284620,59.0,69058,5.1
6,California,2008,1,27453421,18047064,65.7,16979728,61.8,1067336,5.9
37,Los Angeles County,2008,1,7429053,4901963,66.0,4614310,62.1,287653,5.9
8,Colorado,2008,1,3733587,2729192,73.1,2615692,70.1,113500,4.2
9,Connecticut,2008,1,2718370,1869605,68.8,1779846,65.5,89759,4.8
10,Delaware,2008,1,673835,449481,66.7,432002,64.1,17479,3.9
11,District of Columbia,2008,1,475485,331102,69.6,311186,65.4,19916,6.0
12,Florida,2008,1,14421176,9166494,63.6,8780743,60.9,385751,4.2
13,Georgia,2008,1,7145219,4866898,68.1,4601237,64.4,265661,5.5
15,Hawaii,2008,1,972401,640525,65.9,620658,63.8,19867,3.1
16,Idaho,2008,1,1125010,753003,66.9,729462,64.8,23541,3.1
17,Illinois,2008,1,9782110,6709673,68.6,6334043,64.8,375630,5.6
18,Indiana,2008,1,4858075,3222317,66.3,3068926,63.2,153391,4.8
19,Iowa,2008,1,2313758,1671514,72.2,1610160,69.6,61354,3.7
20,Kansas,2008,1,2104656,1488330,70.7,1424783,67.7,63547,4.3
21,Kentucky,2008,1,3293294,2027269,61.6,1919001,58.3,108268,5.3
22,Louisiana,2008,1,3328228,2046613,61.5,1963488,59.0,83125,4.1
23,Maine,2008,1,1060238,701344,66.1,668746,63.1,32598,4.6
24,Maryland,2008,1,4342905,3006981,69.2,2899910,66.8,107071,3.6
25,Massachusetts,2008,1,5161571,3443336,66.7,3287272,63.7,156064,4.5
26,Michigan,2008,1,7775722,4962050,63.8,4604930,59.2,357120,7.2
27,Minnesota,2008,1,4034155,2896805,71.8,2760194,68.4,136611,4.7
28,Mississippi,2008,1,2180462,1303465,59.8,1224659,56.2,78806,6.0
29,Missouri,2008,1,4557530,3064242,67.2,2899013,63.6,165229,5.4
30,Montana,2008,1,755967,510364,67.5,490873,64.9,19491,3.8
31,Nebraska,2008,1,1347708,984852,73.1,955811,70.9,29041,2.9
32,Nevada,2008,1,1961491,1364101,69.5,1291670,65.9,72431,5.3
33,New Hampshire,2008,1,1047818,740860,70.7,715950,68.3,24910,3.4
34,New Jersey,2008,1,6705664,4470219,66.7,4266692,63.6,203527,4.6
35,New Mexico,2008,1,1492337,928742,62.2,893771,59.9,34971,3.8
36,New York,2008,1,15239027,9577044,62.8,9124073,59.9,452971,4.7
51000,New York city,2008,1,6553581,3904151,59.6,3709174,56.6,194977,5.0
37,North Carolina,2008,1,6956036,4550387,65.4,4313877,62.0,236510,5.2
38,North Dakota,2008,1,497394,370084,74.4,359404,72.3,10680,2.9
39,Ohio,2008,1,8918397,6014754,67.4,5675960,63.6,338794,5.6
40,Oklahoma,2008,1,2731019,1726265,63.2,1667262,61.0,59003,3.4
41,Oregon,2008,1,2951299,1925863,65.3,1827073,61.9,98790,5.1
42,Pennsylvania,2008,1,9863659,6397499,64.9,6090155,61.7,307344,4.8
44,Rhode Island,2008,1,837890,569965,68.0,535641,63.9,34324,6.0
45,South Carolina,2008,1,3411702,2142083,62.8,2014465,59.0,127618,6.0
46,South Dakota,2008,1,608608,437280,71.8,425694,69.9,11586,2.6
47,Tennessee,2008,1,4795355,3050278,63.6,2887750,60.2,162528,5.3
48,Texas,2008,1,17582139,11551722,65.7,11049469,62.8,502253,4.3
49,Utah,2008,1,1914712,1390196,72.6,1350736,70.5,39460,2.8
50,Vermont,2008,1,503680,352192,69.9,337980,67.1,14212,4.0
51,Virginia,2008,1,5895643,4089713,69.4,3941102,66.8,148611,3.6
53,Washington,2008,1,5051757,3446781,68.2,3288083,65.1,158698,4.6
54,West Virginia,2008,1,1446862,806965,55.8,769341,53.2,37624,4.7
55,Wisconsin,2008,1,4375769,3092444,70.7,2952857,67.5,139587,4.5
56,Wyoming,2008,1,407544,294176,72.2,286531,70.3,7645,2.6
1,Alabama,2008,2,3579499,2182002,61.0,2079970,58.1,102032,4.7
2,Alaska,2008,2,499046,353200,70.8,331231,66.4,21969,6.2
4,Arizona,2008,2,4830910,3055250,63.2,2919912,60.4,135338,4.4
5,Arkansas,2008,2,2179102,1353823,62.1,1286093,59.0,67730,5.0
6,California,2008,2,27479147,18061461,65.7,16972015,61.8,1089446,6.0
37,Los Angeles County,2008,2,7434077,4901017,65.9,4604505,61.9,296512,6.1
8,Colorado,2008,2,3739334,2730710,73.0,2615827,70.0,114883,4.2
9,Connecticut,2008,2,2719672,1871046,68.8,1779792,65.4,91254,4.9
10,Delaware,2008,2,674570,450124,66.7,432276,64.1,17848,4.0
11,District of Columbia,2008,2,475745,331607,69.7,311454,65.5,20153,6.1
12,Florida,2008,2,14430272,9169252,63.5,8765562,60.7,403690,4.4
13,Georgia,2008,2,7154305,4877596,68.2,4604149,64.4,273447,5.6
15,Hawaii,2008,2,972875,641682,66.0,621470,63.9,20212,3.1
16,Idaho,2008,2,1126616,751556,66.7,728191,64.6,23365,3.1
17,Illinois,2008,2,9786404,6708900,68.6,6329578,64.7,379322,5.7
18,Indiana,2008,2,4860492,3225717,66.4,3071079,63.2,154638,4.8
19,Iowa,2008,2,2314422,1672496,72.3,1611271,69.6,61225,3.7
20,Kansas,2008,2,2105468,1488077,70.7,1425145,67.7,62932,4.2
21,Kentucky,2008,2,3295867,2026297,61.5,1917658,58.2,108639,5.4
22,Louisiana,2008,2,3332810,2049281,61.5,1964932,59.0,84349,4.1
23,Maine,2008,2,1060512,701507,66.1,669081,63.1,32426,4.6
24,Maryland,2008,2,4344772,3010368,69.3,2902178,66.8,108190,3.6
25,Massachusetts,2008,2,5164974,3445463,66.7,3288107,63.7,157356,4.6
26,Michigan,2008,2,7773898,4952602,63.7,4595514,59.1,357088,7.2
27,Minnesota,2008,2,4036544,2897217,71.8,2760058,68.4,137159,4.7
28,Mississippi,2008,2,2181475,1302924,59.7,1223753,56.1,79171,6.1
29,Missouri,2008,2,4560490,3063107,67.2,2897024,63.5,166083,5.4
30,Montana,2008,2,756618,510816,67.5,491021,64.9,19795,3.9
31,Nebraska,2008,2,1348302,985443,73.1,956411,70.9,29032,2.9
32,Nevada,2008,2,1964358,1366231,69.6,1291488,65.7,74743,5.5
33,New Hampshire,2008,2,1048377,741503,70.7,716454,68.3,25049,3.4
34,New Jersey,2008,2,6707719,4474935,66.7,4267757,63.6,207178,4.6
35,New Mexico,2008,2,1493429,929824,62.3,894455,59.9,35369,3.8
36,New York,2008,2,15243207,9583530,62.9,9126805,59.9,456725,4.8
51000,New York city,2008,2,6556508,3908761,59.6,3713630,56.6,195131,5.0
37,North Carolina,2008,2,6965787,4549021,65.3,4313948,61.9,235073,5.2
38,North Dakota,2008,2,497592,370543,74.5,360026,72.4,10517,2.8
39,Ohio,2008,2,8919307,6011252,67.4,5672357,63.6,338895,5.6
40,Oklahoma,2008,2,2732742,1727384,63.2,1670591,61.1,56793,3.3
41,Oregon,2008,2,2954500,1926271,65.2,1828799,61.9,97472,5.1
42,Pennsylvania,2008,2,9866910,6403801,64.9,6095607,61.8,308194,4.8
44,Rhode Island,2008,2,837823,569022,67.9,533834,63.7,35188,6.2
45,South Carolina,2008,2,3416752,2142958,62.7,2014109,58.9,128849,6.0
46,South Dakota,2008,2,609056,437379,71.8,425948,69.9,11431,2.6
47,Tennessee,2008,2,4799873,3050932,63.6,2884998,60.1,165934,5.4
48,Texas,2008,2,17609205,11569544,65.7,11068110,62.9,501434,4.3
49,Utah,2008,2,1918073,1390331,72.5,1350305,70.4,40026,2.9
50,Vermont,2008,2,503793,352351,69.9,337975,67.1,14376,4.1
51,Virginia,2008,2,5900482,4097974,69.5,3947359,66.9,150615,3.7
53,Washington,2008,2,5057807,3451561,68.2,3292130,65.1,159431,4.6
54,West Virginia,2008,2,1446983,806592,55.7,769703,53.2,36889,4.6
55,Wisconsin,2008,2,4377602,3092050,70.6,2956324,67.5,135726,4.4
56,Wyoming,2008,2,408100,294628,72.2,286996,70.3,7632,2.6
1,Alabama,2008,3,3582052,2181312,60.9,2075441,57.9,105871,4.9
2,Alaska,2008,3,499412,353867,70.9,331722,66.4,22145,6.3
4,Arizona,2008,3,4839400,3062260,63.3,2920981,60.4,141279,4.6
5,Arkansas,2008,3,2180553,1354111,62.1,1287098,59.0,67013,4.9
6,California,2008,3,27505162,18079489,65.7,16958869,61.7,1120620,6.2
37,Los Angeles County,2008,3,7439351,4900778,65.9,4592688,61.7,308090,6.3
8,Colorado,2008,3,3745254,2731524,72.9,2614588,69.8,116936,4.3
9,Connecticut,2008,3,2721142,1872549,68.8,1779225,65.4,93324,5.0
10,Delaware,2008,3,675366,450558,66.7,432198,64.0,18360,4.1
11,District of Columbia,2008,3,476047,332201,69.8,311711,65.5,20490,6.2
12,Florida,2008,3,14439993,9169367,63.5,8745057,60.6,424310,4.6
13,Georgia,2008,3,7163749,4889427,68.3,4607194,64.3,282233,5.8
15,Hawaii,2008,3,973332,642622,66.0,621796,63.9,20826,3.2
16,Idaho,2008,3,1128349,750634,66.5,726940,64.4,23694,3.2
17,Illinois,2008,3,9791250,6703482,68.5,6317160,64.5,386322,5.8
18,Indiana,2008,3,4863316,3229511,66.4,3071330,63.2,158181,4.9
19,Iowa,2008,3,2315303,1673699,72.3,1611773,69.6,61926,3.7
20,Kansas,2008,3,2106418,1488306,70.7,1425587,67.7,62719,4.2
21,Kentucky,2008,3,3298681,2026753,61.4,1916245,58.1,110508,5.5
22,Louisiana,2008,3,3337626,2051196,61.5,1966079,58.9,85117,4.1
23,Maine,2008,3,1060902,701834,66.2,669166,63.1,32668,4.7
24,Maryland,2008,3,4346938,3014563,69.3,2903324,66.8,111239,3.7
25,Massachusetts,2008,3,5168747,3448080,66.7,3288084,63.6,159996,4.6
26,Michigan,2008,3,7772766,4943787,63.6,4583166,59.0,360621,7.3
27,Minnesota,2008,3,4039257,2898610,71.8,2759179,68.3,139431,4.8
28,Mississippi,2008,3,2182554,1301731,59.6,1221681,56.0,80050,6.1
29,Missouri,2008,3,4563774,3062698,67.1,2894477,63.4,168221,5.5
30,Montana,2008,3,757375,511130,67.5,490799,64.8,20331,4.0
31,Nebraska,2008,3,1348963,986086,73.1,956801,70.9,29285,3.0
32,Nevada,2008,3,1967341,1368224,69.5,1290616,65.6,77608,5.7
33,New Hampshire,2008,3,1049025,742078,70.7,716778,68.3,25300,3.4
34,New Jersey,2008,3,6710074,4478301,66.7,4266825,63.6,211476,4.7
35,New Mexico,2008,3,1494519,930563,62.3,894781,59.9,35782,3.8
36,New York,2008,3,15248105,9590062,62.9,9128290,59.9,461772,4.8
51000,New York city,2008,3,6559689,3912878,59.7,3717302,56.7,195576,5.0
37,North Carolina,2008,3,6975997,4548589,65.2,4312032,61.8,236557,5.2
38,North Dakota,2008,3,497790,371008,74.5,360494,72.4,10514,2.8
39,Ohio,2008,3,8920917,6008457,67.4,5664400,63.5,344057,5.7
40,Oklahoma,2008,3,2734661,1729075,63.2,1673464,61.2,55611,3.2
41,Oregon,2008,3,2957914,1927307,65.2,1829599,61.9,97708,5.1
42,Pennsylvania,2008,3,9870932,6410873,64.9,6099944,61.8,310929,4.9
44,Rhode Island,2008,3,837805,568244,67.8,531970,63.5,36274,6.4
45,South Carolina,2008,3,3422061,2145291,62.7,2013689,58.8,131602,6.1
46,South Dakota,2008,3,609538,437569,71.8,426073,69.9,11496,2.6
47,Tennessee,2008,3,4804746,3052029,63.5,2881036,60.0,170993,5.6
48,Texas,2008,3,17636630,11587968,65.7,11084171,62.8,503797,4.3
49,Utah,2008,3,1921544,1390054,72.3,1349332,70.2,40722,2.9
50,Vermont,2008,3,503985,352567,70.0,337934,67.1,14633,4.2
51,Virginia,2008,3,5905631,4106722,69.5,3952938,66.9,153784,3.7
53,Washington,2008,3,5064189,3456754,68.3,3294563,65.1,162191,4.7
54,West Virginia,2008,3,1447234,806233,55.7,769968,53.2,36265,4.5
55,Wisconsin,2008,3,4379735,3091763,70.6,2957863,67.5,133900,4.3
56,Wyoming,2008,3,408662,295041,72.2,287354,70.3,7687,2.6
1,Alabama,2008,4,3584693,2180544,60.8,2070085,57.7,110459,5.1
2,Alaska,2008,4,499825,354642,71.0,332225,66.5,22417,6.3
4,Arizona,2008,4,4848008,3070618,63.3,2921370,60.3,149248,4.9
5,Arkansas,2008,4,2182082,1354740,62.1,1287626,59.0,67114,5.0
6,California,2008,4,27532092,18102490,65.8,16940096,61.5,1162394,6.4
37,Los Angeles County,2008,4,7444889,4902214,65.8,4579663,61.5,322551,6.6
8,Colorado,2008,4,3751342,2732182,72.8,2612373,69.6,119809,4.4
9,Connecticut,2008,4,2722664,1874146,68.8,1778038,65.3,96108,5.1
10,Delaware,2008,4,676171,450833,66.7,431703,63.8,19130,4.2
11,District of Columbia,2008,4,476375,333093,69.9,312148,65.5,20945,6.3
12,Florida,2008,4,14449961,9168749,63.5,8720582,60.4,448167,4.9
13,Georgia,2008,4,7173457,4902145,68.3,4609997,64.3,292148,6.0
15,Hawaii,2008,4,973900,643304,66.1,621515,63.8,21789,3.4
16,Idaho,2008,4,1130104,756944,67.0,725740,64.2,31204,4.1
17,Illinois,2008,4,9796390,6694126,68.3,6297079,64.3,397047,5.9
18,Indiana,2008,4,4866256,3234611,66.5,3070463,63.1,164148,5.1
19,Iowa,2008,4,2316272,1675641,72.3,1612124,69.6,63517,3.8
20,Kansas,2008,4,2107403,1489101,70.7,1425930,67.7,63171,4.2
21,Kentucky,2008,4,3301623,2028938,61.5,1914843,58.0,114095,5.6
22,Louisiana,2008,4,3342530,2053498,61.4,1967590,58.9,85908,4.2
23,Maine,2008,4,1061310,702403,66.2,669018,63.0,33385,4.8
24,Maryland,2008,4,4349192,3019372,69.4,2903305,66.8,116067,3.8
25,Massachusetts,2008,4,5172601,3451857,66.7,3287651,63.6,164206,4.8
26,Michigan,2008,4,7771825,4936116,63.5,4568466,58.8,367650,7.4
27,Minnesota,2008,4,4042105,2901263,71.8,2757878,68.2,143385,4.9
28,Mississippi,2008,4,2183705,1300119,59.5,1218522,55.8,81597,6.3
29,Missouri,2008,4,4567221,3063138,67.1,2891182,63.3,171956,5.6
30,Montana,2008,4,758116,511411,67.5,490311,64.7,21100,4.1
31,Nebraska,2008,4,1349702,986716,73.1,956899,70.9,29817,3.0
32,Nevada,2008,4,1970300,1370126,69.5,1289063,65.4,81063,5.9
33,New Hampshire,2008,4,1049651,742699,70.8,716980,68.3,25719,3.5
34,New Jersey,2008,4,6712574,4481480,66.8,4264339,63.5,217141,4.8
35,New Mexico,2008,4,1495667,931269,62.3,894875,59.8,36394,3.9
36,New York,2008,4,15253522,9599018,62.9,9129190,59.8,469828,4.9
51000,New York city,2008,4,6563155,3917911,59.7,3720582,56.7,197329,5.0
37,North Carolina,2008,4,6986356,4550328,65.1,4308779,61.7,241549,5.3
38,North Dakota,2008,4,498037,371511,74.6,360812,72.4,10699,2.9
39,Ohio,2008,4,8922741,6007620,67.3,5652710,63.4,354910,5.9
40,Oklahoma,2008,4,2736623,1731478,63.3,1675777,61.2,55701,3.2
41,Oregon,2008,4,2961357,1930010,65.2,1829951,61.8,100059,5.2
42,Pennsylvania,2008,4,9875143,6419243,65.0,6103469,61.8,315774,4.9
44,Rhode Island,2008,4,837801,567825,67.8,530113,63.3,37712,6.6
45,South Carolina,2008,4,3427401,2148967,62.7,2012754,58.7,136213,6.3
46,South Dakota,2008,4,610010,437859,71.8,426056,69.8,11803,2.7
47,Tennessee,2008,4,4809741,3053781,63.5,2875899,59.8,177882,5.8
48,Texas,2008,4,17664569,11609646,65.7,11098012,62.8,511634,4.4
49,Utah,2008,4,1925126,1389475,72.2,1347866,70.0,41609,3.0
50,Vermont,2008,4,504134,352841,70.0,337854,67.0,14987,4.2
51,Virginia,2008,4,5910973,4116032,69.6,3957470,67.0,158562,3.9
53,Washington,2008,4,5070675,3463341,68.3,3296358,65.0,166983,4.8
54,West Virginia,2008,4,1447470,805897,55.7,770072,53.2,35825,4.4
55,Wisconsin,2008,4,4381983,3091788,70.6,2957241,67.5,134547,4.4
56,Wyoming,2008,4,409212,295452,72.2,287625,70.3,7827,2.6
1,Alabama,2008,5,3587446,2179601,60.8,2063894,57.5,115707,5.3
2,Alaska,2008,5,500225,355376,71.0,332635,66.5,22741,6.4
4,Arizona,2008,5,4856783,3080677,63.4,2921270,60.1,159407,5.2
5,Arkansas,2008,5,2183726,1355970,62.1,1287961,59.0,68009,5.0
6,California,2008,5,27559044,18131133,65.8,16917726,61.4,1213407,6.7
37,Los Angeles County,2008,5,7450154,4906787,65.9,4567554,61.3,339233,6.9
8,Colorado,2008,5,3757482,2733114,72.7,2609574,69.5,123540,4.5
9,Connecticut,2008,5,2724259,1875861,68.9,1776383,65.2,99478,5.3
10,Delaware,2008,5,677046,450971,66.6,430805,63.6,20166,4.5
11,District of Columbia,2008,5,476678,334242,70.1,312748,65.6,21494,6.4
12,Florida,2008,5,14460689,9169161,63.4,8694289,60.1,474872,5.2
13,Georgia,2008,5,7183238,4915122,68.4,4611993,64.2,303129,6.2
15,Hawaii,2008,5,974398,643618,66.1,620551,63.7,23067,3.6
16,Idaho,2008,5,1131924,760351,67.2,724589,64.0,35762,4.7
17,Illinois,2008,5,9801672,6681135,68.2,6270759,64.0,410376,6.1
18,Indiana,2008,5,4869426,3241131,66.6,3069326,63.0,171805,5.3
19,Iowa,2008,5,2317378,1678567,72.4,1612887,69.6,65680,3.9
20,Kansas,2008,5,2108535,1490277,70.7,1425962,67.6,64315,4.3
21,Kentucky,2008,5,3304688,2032389,61.5,1913311,57.9,119078,5.9
22,Louisiana,2008,5,3347495,2057291,61.5,1969706,58.8,87585,4.3
23,Maine,2008,5,1061827,703056,66.2,668592,63.0,34464,4.9
24,Maryland,2008,5,4351442,3024091,69.5,2902061,66.7,122030,4.0
25,Massachusetts,2008,5,5176718,3457054,66.8,3287296,63.5,169758,4.9
26,Michigan,2008,5,7771115,4929420,63.4,4552402,58.6,377018,7.6
27,Minnesota,2008,5,4045132,2905299,71.8,2756987,68.2,148312,5.1
28,Mississippi,2008,5,2184868,1298265,59.4,1214621,55.6,83644,6.4
29,Missouri,2008,5,4570847,3063984,67.0,2886999,63.2,176985,5.8
30,Montana,2008,5,758910,511776,67.4,489740,64.5,22036,4.3
31,Nebraska,2008,5,1350512,987230,73.1,956699,70.8,30531,3.1
32,Nevada,2008,5,1973333,1371914,69.5,1286907,65.2,85007,6.2
33,New Hampshire,2008,5,1050338,743388,70.8,717095,68.3,26293,3.5
34,New Jersey,2008,5,6715242,4485779,66.8,4261272,63.5,224507,5.0
35,New Mexico,2008,5,1496868,932259,62.3,894964,59.8,37295,4.0
36,New York,2008,5,15259142,9612247,63.0,9130656,59.8,481591,5.0
51000,New York city,2008,5,6566351,3925285,59.8,3724193,56.7,201092,5.1
37,North Carolina,2008,5,6996920,4555179,65.1,4305858,61.5,249321,5.5
38,North Dakota,2008,5,498302,372002,74.7,360972,72.4,11030,3.0
39,Ohio,2008,5,8924889,6009324,67.3,5639316,63.2,370008,6.2
40,Oklahoma,2008,5,2738669,1734689,63.3,1677856,61.3,56833,3.3
41,Oregon,2008,5,2965016,1935049,65.3,1830610,61.7,104439,5.4
42,Pennsylvania,2008,5,9879825,6428978,65.1,6106957,61.8,322021,5.0
44,Rhode Island,2008,5,837855,567747,67.8,528239,63.0,39508,7.0
45,South Carolina,2008,5,3432857,2153582,62.7,2011092,58.6,142490,6.6
46,South Dakota,2008,5,610576,438234,71.8,425932,69.8,12302,2.8
47,Tennessee,2008,5,4814888,3056689,63.5,2870663,59.6,186026,6.1
48,Texas,2008,5,17692809,11635536,65.8,11109993,62.8,525543,4.5
49,Utah,2008,5,1928810,1388638,72.0,1345995,69.8,42643,3.1
50,Vermont,2008,5,504303,353179,70.0,337781,67.0,15398,4.4
51,Virginia,2008,5,5916469,4125461,69.7,3960901,66.9,164560,4.0
53,Washington,2008,5,5077412,3470993,68.4,3297939,65.0,173054,5.0
54,West Virginia,2008,5,1447778,805631,55.6,770016,53.2,35615,4.4
55,Wisconsin,2008,5,4384483,3092342,70.5,2955027,67.4,137315,4.4
56,Wyoming,2008,5,409806,295913,72.2,287868,70.2,8045,2.7
1,Alabama,2008,6,3590424,2178622,60.7,2057140,57.3,121482,5.6
2,Alaska,2008,6,500654,355922,71.1,332865,66.5,23057,6.5
4,Arizona,2008,6,4865847,3092028,63.5,2921092,60.0,170936,5.5
5,Arkansas,2008,6,2185440,1357843,62.1,1288251,58.9,69592,5.1
6,California,2008,6,27587706,18164654,65.8,16894388,61.2,1270266,7.0
37,Los Angeles County,2008,6,7455440,4914789,65.9,4557708,61.1,357081,7.3
8,Colorado,2008,6,3763867,2734443,72.6,2606433,69.2,128010,4.7
9,Connecticut,2008,6,2726025,1877881,68.9,1774721,65.1,103160,5.5
10,Delaware,2008,6,677885,451055,66.5,429649,63.4,21406,4.7
11,District of Columbia,2008,6,477031,335385,70.3,313270,65.7,22115,6.6
12,Florida,2008,6,14472206,9171233,63.4,8667892,59.9,503341,5.5
13,Georgia,2008,6,7193494,4928114,68.5,4612997,64.1,315117,6.4
15,Hawaii,2008,6,974980,643567,66.0,619036,63.5,24531,3.8
16,Idaho,2008,6,1133789,762381,67.2,723505,63.8,38876,5.1
17,Illinois,2008,6,9807583,6665433,68.0,6241078,63.6,424355,6.4
18,Indiana,2008,6,4872865,3248295,66.7,3068270,63.0,180025,5.5
19,Iowa,2008,6,2318576,1682183,72.6,1614205,69.6,67978,4.0
20,Kansas,2008,6,2109796,1491760,70.7,1425746,67.6,66014,4.4
21,Kentucky,2008,6,3307933,2036392,61.6,1911585,57.8,124807,6.1
22,Louisiana,2008,6,3352675,2062672,61.5,1971996,58.8,90676,4.4
23,Maine,2008,6,1062361,703584,66.2,667838,62.9,35746,5.1
24,Maryland,2008,6,4354007,3028390,69.6,2899785,66.6,128605,4.2
