state,year,month,all_births,white_births,black_births,hisp_births,private_births,medicaid_births,married_births,unmarried_births,fbhisp_births,nbhisp_births,under20_births,age2035_births,age35plus_births,monthcode,year_mth
Colorado,2018,July,5513,3160,253,1607,2873,2168,4205,1307,607,994,222,4112,1179,0.5,2018.5
Colorado,2018,August,5673,3335,255,1594,2893,2181,4333,1336,606,982,233,4375,1065,0.58,2018.58
Colorado,2018,September,5439,3213,256,1491,2831,2086,4234,1204,550,939,203,4165,1071,0.67,2018.67
Colorado,2018,October,5305,3015,243,1540,2779,2020,4073,1231,539,999,208,4051,1046,0.75,2018.75
Colorado,2018,November,5058,2879,260,1460,2611,1938,3807,1251,515,941,206,3795,1057,0.83,2018.83
Colorado,2018,December,5025,2835,229,1494,2636,1933,3808,1215,523,969,206,3761,1058,0.92,2018.92
Colorado,2019,January,5104,2894,248,1511,2591,1974,3815,1289,548,956,227,3838,1039,0,2019
Colorado,2019,February,4665,2677,228,1310,2381,1841,3528,1136,426,881,188,3562,915,0.08,2019.08
Colorado,2019,March,5126,2976,257,1433,2773,1864,3942,1183,537,889,191,3940,995,0.17,2019.17
Colorado,2019,April,5057,2953,250,1421,2688,1889,3958,1098,473,947,186,3805,1066,0.25,2019.25
Colorado,2019,May,5402,3104,258,1568,2863,2056,4171,1227,572,993,212,4102,1088,0.33,2019.33
Colorado,2019,June,5236,3008,257,1538,2789,1937,4003,1232,547,986,195,3960,1081,0.42,2019.42
Colorado,2019,July,5592,3156,283,1677,2996,2102,4308,1282,620,1056,230,4163,1199,0.5,2019.5
Colorado,2019,August,5796,3315,252,1672,3106,2083,4418,1376,617,1054,211,4401,1184,0.58,2019.58
Colorado,2019,September,5468,3220,239,1532,2887,1986,4232,1235,562,968,232,4073,1163,0.67,2019.67
Colorado,2019,October,5483,3101,260,1617,2926,2018,4241,1239,572,1043,204,4071,1208,0.75,2019.75
Colorado,2019,November,4952,2796,243,1472,2535,1877,3757,1193,549,921,209,3678,1065,0.83,2019.83
Colorado,2019,December,4988,2822,269,1454,2647,1806,3770,1215,472,978,208,3701,1079,0.92,2019.92
Colorado,2020,January,4984,2835,278,1470,2605,1875,3754,1226,532,937,205,3722,1057,0,2020
Colorado,2020,February,4711,2631,258,1401,2497,1733,3566,1142,501,895,173,3519,1019,0.08,2020.08
Colorado,2020,March,5283,3016,246,1562,2921,1823,4073,1209,556,1006,188,3893,1202,0.17,2020.17
Colorado,2020,April,5104,2846,256,1532,2815,1746,4002,1100,534,995,187,3851,1066,0.25,2020.25
Colorado,2020,May,5268,3058,272,1482,2848,1894,4113,1153,505,974,180,3950,1138,0.33,2020.33
Colorado,2020,June,5174,3028,246,1465,2803,1838,3990,1183,511,953,171,3873,1130,0.42,2020.42
Colorado,2020,July,5506,3158,253,1596,2915,2010,4257,1249,561,1032,187,4188,1131,0.5,2020.5
Colorado,2020,August,5408,3029,249,1626,2920,1853,4150,1258,516,1104,234,4098,1076,0.58,2020.58
Colorado,2020,September,5249,2925,253,1645,2785,1891,4003,1245,590,1054,201,3878,1170,0.67,2020.67
Colorado,2020,October,5234,2987,257,1539,2836,1849,4033,1200,555,982,194,3933,1107,0.75,2020.75
Colorado,2020,November,4775,2658,280,1433,2455,1785,3602,1171,489,943,168,3563,1044,0.83,2020.83
