"Year","NOM_MUN","idunico","co_num","presence_strength","n.cell","n.weak","n.strong","war","peace","idunico_num","new_cartel_presence","intentional_hom","hom_ym","hom_all","MU_Type","policial","estatal","unico","population","population_male","population_female","population_over17","born_in_state","illiterate_over15","inschool_15to17","inschool_18to24","noschooling_over15","primaryincomplete_over15","yearsofschooling_average","single_over11","indigenousspeaker_over2","economicallyactive","economicallyinactive","employed","housing","homes","homes_malehead","homes_femalehead","ncand","elec_comp","elec_comp_perc","party.mayor","party.governor","party.pres","political_vulnerability","state_political_vulnerability","federal_political_vulnerability","mun_election_year","TT_PERSO","police_any_hom_worked","police_mun_hom_worked","police_state_hom_worked","police_fed_hom_worked","police_any_hom_killed","police_mun_hom_killed","police_state_hom_killed","police_fed_hom_killed","mu","log_pop","log_econin","state_federal_political_vulnerability"
2002,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2003,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,3,169,0.0553010471204189,"pri","pan","pan-pvem",1,1,1,1,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2004,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2005,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2006,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,2,4,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,3,12,0.00374064837905241,"pri","pan","pan-pvem",1,1,1,1,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2007,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,2,2,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,NA,NA,NA,"prd-pt","pan-panal","pan",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2008,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,NA,NA,NA,"prd-pt","pan-panal","pan",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2009,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,1,2,0,0,0,0,7151,3287,3864,4235,6636,897,174,107,1027,1462,5,2097,18,1511,3752,1475,1639,1686,1308,378,3,697,0.176634566649772,"prd-pt","pan-panal","pan",1,1,1,1,30,0,0,0,0,0,0,0,0,0,8.8750074860484,8.23004431012611,1
2010,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,0,0,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,1
2011,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,1,0,1,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,30,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,1
2012,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,3,0,2,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,4,413,0.096450256889304,"pri","pan-panal","pan",1,1,1,1,29,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,1
2013,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,0,0,0,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,29,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2014,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,0,0,0,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,29,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2015,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,4,1,3,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,3,304,0.068360692601754,"pan","pan-panal","pri-pvem",0,0,1,1,29,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2016,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,2,3,3,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,30,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2017,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,5,4,15,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,30,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2018,"Santiago Maravatío","11036",0,0,0,0,0,0,0,11036,0,NA,NA,NA,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,5,386,0.0890837756750519,"pri","pan-panal","pri-pvem",0,1,0,1,34,2,2,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,0
2019,"Santiago Maravatío","11036",1,2,0,1,0,0,0,11036,0,NA,NA,NA,0,0,0,0,6670,3111,3559,4582,6112,4,226,150,808,860,1089,6.12,2148,3162,1930,1816,1817,1271,546,3005,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,34,0,0,0,0,0,0,0,0,0,8.80537513890967,7.56527528189893,1
2020,"Santiago Maravatío","11036",1,2,0,1,0,0,0,11036,1,NA,NA,NA,0,0,0,0,6714,3495,3219,4884,6138,3,203,196,530,594,827,7.54,2850,2624,2738,1623,2002,614,1388,3383,NA,NA,NA,"pri","pan-prd-mc","morena-pt-pes",1,1,1,0,32,0,0,0,0,0,0,0,0,0,8.81195017753998,7.91498300584839,1
2021,"Santiago Maravatío","11036",1,2,0,1,0,0,0,11036,1,NA,NA,NA,0,0,0,0,6714,3495,3219,4884,6138,3,203,196,530,594,827,7.54,2850,2624,2738,1623,2002,614,1388,3383,5,2,0.000444345700955362,"pri","pan-prd-mc","morena-pt-pes",1,1,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,0,8.81195017753998,7.91498300584839,1
2000,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,2,4,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,5,6692,0.137232384545977,"pan","pan","pri",0,0,1,1,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2001,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,4,8,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2002,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,3,9,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2003,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,0,0,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,8,6860,0.167525458497155,"pan","pan","pan-pvem",0,0,0,1,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2004,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,1,3,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2005,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,1,4,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2006,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,2,7,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,5,12572,0.244562891491266,"pan","pan","pan-pvem",0,0,0,1,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2007,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,1,3,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,218,0,0,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2008,"Silao","11037",0,0,0,0,0,0,0,11037,0,NA,2,2,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,NA,NA,NA,"pan-pna","pan-panal","pan",0,0,0,0,218,1,1,0,0,0,0,0,0,0,11.8081068471736,10.8224347528715,0
2009,"Silao","11037",1,2,0,1,0,0,0,11037,1,NA,4,12,0,0,0,0,134337,65578,68759,71784,127836,10450,3830,2151,11211,19657,6,36859,203,41094,50133,40713,24106,26054,21627,4427,6,13940,0.276883962976205,"pan-pna","pan-panal","pan",0,0,0,1,218,2,2,0,0,2,2,0,0,0,11.8081068471736,10.8224347528715,0
2010,"Silao","11037",2,2,0,2,0,1,0,11037,1,NA,2,9,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,218,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2011,"Silao","11037",1,2,0,1,0,0,0,11037,1,23,11,28,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,218,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2012,"Silao","11037",2,2,0,2,0,1,0,11037,1,22,8,21,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,7,4161,0.0709559701238021,"pan","pan-panal","pan",0,0,0,1,300,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2013,"Silao","11037",2,2,0,2,0,1,0,11037,0,16,6,21,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,300,1,1,0,0,1,1,0,0,0,12.0611855921817,10.9980750860656,0
2014,"Silao","11037",1,2,0,1,0,0,0,11037,1,24,13,28,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pri","pan-panal","pri-pvem",0,1,0,0,294,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2015,"Silao","11037",2,2,1,1,0,1,0,11037,1,31,16,32,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,9,8628,0.174433414875766,"pri","pan-panal","pri-pvem",0,1,0,1,294,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2016,"Silao","11037",2,2,1,1,0,1,0,11037,0,30,16,36,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,234,0,0,0,0,0,0,0,0,0,12.0611855921817,10.9980750860656,0
2017,"Silao","11037",3,2,1,2,0,1,0,11037,1,40,38,86,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,234,1,1,0,0,1,1,0,0,0,12.0611855921817,10.9980750860656,0
2018,"Silao","11037",3,3,1,1,1,1,0,11037,1,NA,NA,NA,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,7,3881,0.0646995082103859,"pan","pan-panal","pri-pvem",0,0,1,1,226,1,1,0,0,1,1,0,0,0,12.0611855921817,10.9980750860656,0
2019,"Silao","11037",5,3,3,1,1,1,1,11037,1,NA,NA,NA,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,226,1,1,0,0,1,1,0,0,0,12.0611855921817,10.9980750860656,0
2020,"Silao","11037",2,3,0,1,1,1,0,11037,1,NA,NA,NA,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,346,9,9,0,0,10,9,1,0,0,12.0611855921817,10.9980750860656,0
2021,"Silao","11037",1,3,0,0,1,0,0,11037,1,NA,NA,NA,0,0,0,0,173024,83948,89076,102841,162873,273,6387,3513,9911,10619,18571,7.34,63558,60837,59759,44497,36519,29055,7464,45374,10,840,0.015069427002978,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,346,NA,NA,NA,NA,NA,NA,NA,NA,0,12.0611855921817,10.9980750860656,0
2000,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,1,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,4,2181,0.157279873079974,"pan","pan","pri",0,0,1,1,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2001,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,1,2,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2002,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2003,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,5,745,0.0608510985869476,"pan","pan","pan-pvem",0,0,0,1,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2004,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,0,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,1
2005,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,2,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pri","pan","pan-pvem",1,1,1,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,1
2006,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,3,376,0.0270678856813765,"pri","pan","pan-pvem",1,1,1,1,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,1
2007,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,1,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2008,"Tarimoro","11039",0,0,0,0,0,0,0,11039,0,NA,0,1,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2009,"Tarimoro","11039",1,2,0,1,0,0,0,11039,1,NA,0,5,0,0,0,0,37418,17475,19943,20484,35311,4387,923,364,5612,6202,5,10303,68,9475,16670,9381,8360,8611,6549,2062,5,2767,0.180896966527197,"pan","pan-panal","pan",0,0,0,1,80,0,0,0,0,0,0,0,0,0,10.5299071510454,9.72136597574484,0
2010,"Tarimoro","11039",1,2,0,1,0,0,0,11039,0,NA,3,6,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2011,"Tarimoro","11039",2,2,0,2,0,1,0,11039,1,7,0,2,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pan","pan-panal","pan",0,0,0,0,80,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2012,"Tarimoro","11039",2,2,0,2,0,1,0,11039,0,3,1,3,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,6,128,0.0079036739734486,"pan","pan-panal","pan",0,0,0,1,84,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2013,"Tarimoro","11039",3,2,1,2,0,1,0,11039,1,6,1,5,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,84,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2014,"Tarimoro","11039",3,2,0,3,0,1,0,11039,1,2,0,4,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pri-pvem","pan-panal","pri-pvem",0,1,0,0,87,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2015,"Tarimoro","11039",4,2,1,3,0,1,1,11039,1,11,5,10,0,0,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,8,1845,0.116631898350085,"pri-pvem","pan-panal","pri-pvem",0,1,0,1,87,0,0,0,0,0,0,0,0,0,10.4792859781262,9.33600338997184,0
2016,"Tarimoro","11039",3,2,1,2,0,1,1,11039,1,9,5,9,1,1,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,65,0,0,0,0,0,0,0,0,1,10.4792859781262,9.33600338997184,0
2017,"Tarimoro","11039",2,3,0,1,1,1,0,11039,1,14,25,43,1,1,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pan","pan-panal","pri-pvem",0,0,1,0,65,0,0,0,0,0,0,0,0,1,10.4792859781262,9.33600338997184,0
2018,"Tarimoro","11039",2,3,0,1,1,1,0,11039,0,NA,NA,NA,1,1,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,8,3517,0.220032532532533,"pan","pan-panal","pri-pvem",0,0,1,1,103,1,1,0,0,1,1,0,0,1,10.4792859781262,9.33600338997184,0
2019,"Tarimoro","11039",2,3,0,1,1,1,0,11039,0,NA,NA,NA,1,1,0,0,35571,16975,18596,23279,33239,40,1278,773,3473,4404,5103,6.2,12129,15263,11339,9751,9192,6871,2321,14302,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,103,2,2,0,0,2,2,0,0,1,10.4792859781262,9.33600338997184,0
2020,"Tarimoro","11039",2,3,0,1,1,1,0,11039,0,NA,NA,NA,1,1,0,0,35905,18505,17400,25443,33879,18,1080,937,2420,3196,3725,7.57,16362,12285,15965,9076,10193,3330,6863,15897,NA,NA,NA,"pan","pan-prd-mc","morena-pt-pes",0,0,1,0,81,2,2,0,0,2,2,0,0,1,10.4886318405444,9.67815410514888,0
2021,"Tarimoro","11039",1,3,0,0,1,0,0,11039,1,NA,NA,NA,1,1,0,0,35905,18505,17400,25443,33879,18,1080,937,2420,3196,3725,7.57,16362,12285,15965,9076,10193,3330,6863,15897,8,1837,0.121390338994251,"pan","pan-prd-mc","morena-pt-pes",0,0,1,1,81,NA,NA,NA,NA,NA,NA,NA,NA,1,10.4886318405444,9.67815410514888,0
2000,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,5,259,0.0552828175026681,"prd","pan","pri",1,1,1,1,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2001,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,0
2002,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"pan","pan","pan-pvem",0,0,0,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,0
2003,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,1,2,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,9,176,0.0330082520630158,"pan","pan","pan-pvem",0,0,0,1,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,0
2004,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2005,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"prd","pan","pan-pvem",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2006,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,1,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,6,120,0.020460358056266,"prd","pan","pan-pvem",1,1,1,1,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2007,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,1,1,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2008,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2009,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,14515,6944,7571,7048,13818,1898,502,248,2053,2062,5,3939,92,3098,6068,3016,2598,2675,2234,441,6,179,0.0249130132219902,"pri","pan-panal","pan",1,1,1,1,24,0,0,0,0,0,0,0,0,0,9.58293787645873,8.71078434046842,1
2010,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,NA,0,0,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,1
2011,"Tierra Blanca","11040",0,0,0,0,0,0,0,11040,0,1,0,0,0,0,0,0,18175,8765,9410,10106,16740,2090,859,450,1873,1933,2120,6.25,5085,7689,4890,5505,3852,2996,856,5209,NA,NA,NA,"pri","pan-panal","pan",1,1,1,0,24,0,0,0,0,0,0,0,0,0,9.80780230240172,8.49494758246892,1
